Member_number,itemDescription,Date
4644,hygiene articles,25-08-2015
2226,sliced cheese,17-02-2015
4477,whole milk,15-02-2015
3132,UHT-milk,29-08-2015
4295,tropical fruit,24-03-2015
2918,pip fruit,11/12/2015
3167,whipped/sour cream,3/2/2015
1993,curd,22-05-2015
4643,dessert,8/8/2015
3999,processed cheese,6/2/2015
2625,shopping bags,22-03-2015
2398,soda,8/1/2015
2945,pastry,19-07-2015
3523,salty snack,26-04-2015
1726,pip fruit,26-12-2015
4540,cleaner,24-02-2015
4479,margarine,10/2/2015
1472,yogurt,11/2/2015
1149,frozen vegetables,12/12/2015
2504,condensed milk,2/8/2015
4835,root vegetables,9/12/2015
1832,pastry,17-11-2015
1403,semi-finished bread,25-03-2015
4856,hygiene articles,18-01-2015
3369,butter,22-02-2015
4364,mayonnaise,24-12-2015
4686,citrus fruit,12/11/2015
2876,fruit/vegetable juice,22-03-2015
1449,domestic eggs,26-01-2015
3499,white wine,4/5/2015
3462,cream cheese ,16-05-2015
1512,salty snack,23-02-2015
1551,frozen fish,14-01-2015
3993,butter milk,18-02-2015
3494,whole milk,25-03-2015
1819,soda,25-06-2015
3581,dishes,6/9/2015
3763,coffee,29-04-2015
2807,whole milk,3/7/2015
1133,whole milk,26-03-2015
4923,rolls/buns,19-04-2015
3912,rolls/buns,6/1/2015
4312,long life bakery product,19-10-2015
3141,salty snack,13-08-2015
5000,root vegetables,10/2/2015
3327,brown bread,30-04-2015
1058,bottled water,6/4/2015
4397,yogurt,3/4/2015
3694,citrus fruit,27-10-2015
3346,ice cream,11/5/2015
1039,rolls/buns,31-05-2015
1081,whole milk,21-01-2015
3064,other vegetables,2/1/2015
4794,tropical fruit,27-10-2015
4933,bottled water,2/1/2015
3312,berries,13-10-2015
1303,pastry,29-05-2015
4756,whipped/sour cream,29-03-2015
3595,other vegetables,6/8/2015
2747,pickled vegetables,2/2/2015
4113,rolls/buns,13-08-2015
2882,chewing gum,26-04-2015
1980,brown bread,15-10-2015
3534,pastry,11/11/2015
4452,other vegetables,23-11-2015
1883,butter milk,26-05-2015
4160,pip fruit,12/8/2015
3212,whole milk,18-04-2015
2327,butter,8/12/2015
1874,yogurt,29-07-2015
4439,tropical fruit,1/1/2015
4883,newspapers,10/1/2015
1873,red/blush wine,22-02-2015
4228,cooking chocolate,18-04-2015
2868,yogurt,4/12/2015
4102,other vegetables,23-09-2015
1013,domestic eggs,2/10/2015
1928,bottled water,15-08-2015
2064,ice cream,21-08-2015
3416,other vegetables,15-11-2015
1536,pastry,5/1/2015
1953,pet care,9/3/2015
1327,bottled beer,4/7/2015
3415,curd,27-05-2015
2517,yogurt,22-03-2015
4334,other vegetables,12/10/2015
4515,other vegetables,15-06-2015
1527,napkins,20-04-2015
1726,dessert,2/11/2015
4734,yogurt,10/2/2015
2356,pastry,15-06-2015
2244,semi-finished bread,29-03-2015
4281,whole milk,3/4/2015
2977,popcorn,14-04-2015
2119,soda,24-09-2015
3208,root vegetables,24-06-2015
2663,whipped/sour cream,18-05-2015
3344,whole milk,1/4/2015
3592,pip fruit,14-12-2015
2106,yogurt,24-11-2015
3356,domestic eggs,23-05-2015
3227,pastry,30-11-2015
1505,citrus fruit,27-07-2015
1035,yogurt,24-04-2015
4312,frozen fish,14-12-2015
1253,baking powder,20-06-2015
2260,mayonnaise,30-10-2015
3710,spread cheese,22-08-2015
1846,mustard,29-11-2015
3520,other vegetables,9/11/2015
2816,mustard,19-06-2015
1051,red/blush wine,10/11/2015
1754,coffee,8/7/2015
3593,instant coffee,31-08-2015
1421,hard cheese,7/8/2015
3104,citrus fruit,4/6/2015
1283,specialty bar,30-05-2015
1130,dessert,18-09-2015
2816,seasonal products,1/10/2015
4594,butter milk,23-06-2015
4192,UHT-milk,16-12-2015
3208,cream cheese ,20-11-2015
1949,napkins,11/4/2015
4268,dessert,25-04-2015
2672,pastry,17-01-2015
2372,white bread,3/9/2015
4482,hard cheese,7/8/2015
1048,whole milk,6/10/2015
4831,frozen vegetables,19-02-2015
3441,root vegetables,12/4/2015
3380,margarine,11/11/2015
1654,citrus fruit,9/11/2015
2408,tropical fruit,21-06-2015
4699,red/blush wine,1/8/2015
2670,onions,29-04-2015
4292,specialty chocolate,18-08-2015
4303,tropical fruit,22-02-2015
2011,rolls/buns,22-03-2015
3657,soda,29-09-2015
1435,prosecco,14-01-2015
4445,chocolate,20-05-2015
4030,pastry,15-08-2015
1204,bottled beer,11/4/2015
1235,bottled beer,1/1/2015
3984,canned vegetables,3/2/2015
3637,yogurt,25-11-2015
1931,bottled water,2/7/2015
4486,rolls/buns,23-10-2015
4529,soda,3/1/2015
1827,specialty bar,7/5/2015
3054,onions,27-05-2015
2524,candy,21-10-2015
1855,whole milk,9/11/2015
3242,pip fruit,23-02-2015
4431,butter,21-08-2015
4555,whole milk,23-07-2015
4299,beef,8/2/2015
2905,cream cheese ,22-10-2015
3323,oil,9/12/2015
2796,rolls/buns,17-10-2015
2129,candy,4/3/2015
1501,fruit/vegetable juice,17-08-2015
2814,whole milk,17-07-2015
1105,tropical fruit,22-05-2015
3798,yogurt,4/9/2015
3025,bottled beer,21-04-2015
4592,newspapers,13-07-2015
4463,canned beer,3/11/2015
2916,whole milk,13-06-2015
1838,photo/film,25-03-2015
1126,root vegetables,17-05-2015
2800,margarine,2/10/2015
4485,whole milk,25-07-2015
3262,tropical fruit,8/7/2015
4030,other vegetables,22-12-2015
3370,liquor (appetizer),3/2/2015
3489,yogurt,1/9/2015
2386,newspapers,3/1/2015
3774,rolls/buns,16-02-2015
3818,tropical fruit,13-05-2015
3434,rolls/buns,10/6/2015
3438,photo/film,27-12-2015
1140,other vegetables,1/5/2015
1051,hamburger meat,12/10/2015
3071,dishes,26-03-2015
3872,canned beer,28-03-2015
4215,whole milk,30-06-2015
3806,mayonnaise,15-03-2015
1869,whole milk,16-05-2015
1668,pip fruit,5/5/2015
1163,citrus fruit,14-12-2015
4787,UHT-milk,17-05-2015
4811,pet care,11/1/2015
4364,pickled vegetables,5/9/2015
4572,pip fruit,2/8/2015
3222,whole milk,5/8/2015
3404,shopping bags,24-03-2015
2221,pork,18-12-2015
3646,turkey,31-01-2015
4102,whole milk,15-07-2015
2718,turkey,12/6/2015
1403,curd,16-05-2015
4548,cream cheese ,30-05-2015
4340,frozen fish,6/8/2015
2856,other vegetables,21-08-2015
1041,yogurt,2/4/2015
1564,yogurt,19-06-2015
4552,root vegetables,17-10-2015
2516,whole milk,31-07-2015
4246,rolls/buns,13-06-2015
1090,whole milk,21-10-2015
2889,yogurt,20-01-2015
2229,long life bakery product,31-01-2015
4558,tropical fruit,5/4/2015
2018,curd,20-04-2015
4898,flour,26-07-2015
4998,curd,14-10-2015
2165,other vegetables,28-01-2015
3075,semi-finished bread,15-10-2015
3973,butter,28-01-2015
3775,coffee,27-10-2015
3135,onions,26-07-2015
2738,rolls/buns,25-07-2015
4455,curd,24-10-2015
2780,herbs,3/9/2015
3593,other vegetables,27-05-2015
1876,frozen meals,16-06-2015
4694,oil,18-11-2015
4273,frozen vegetables,1/6/2015
4968,herbs,13-11-2015
2449,yogurt,21-04-2015
1536,rolls/buns,2/5/2015
2188,bottled beer,28-11-2015
4197,cream,13-05-2015
2379,yogurt,11/8/2015
4696,citrus fruit,18-08-2015
2680,yogurt,3/1/2015
4525,whole milk,11/5/2015
1098,other vegetables,12/11/2015
1222,coffee,7/8/2015
2316,tropical fruit,8/6/2015
1950,sliced cheese,14-06-2015
3186,rolls/buns,3/8/2015
2540,rolls/buns,5/3/2015
1789,frozen dessert,11/6/2015
1574,pork,4/8/2015
2152,fruit/vegetable juice,23-07-2015
1493,spices,1/10/2015
3044,other vegetables,9/5/2015
2874,whole milk,9/9/2015
3556,seasonal products,30-09-2015
3255,domestic eggs,24-05-2015
2521,margarine,14-12-2015
3220,citrus fruit,14-10-2015
1381,UHT-milk,6/3/2015
4050,curd,6/7/2015
1872,onions,29-01-2015
4127,margarine,11/4/2015
2833,whipped/sour cream,14-08-2015
2357,soda,23-09-2015
2654,citrus fruit,3/3/2015
4852,soda,28-04-2015
2222,butter,21-07-2015
2340,soda,12/7/2015
1987,napkins,15-10-2015
3570,other vegetables,2/9/2015
1320,root vegetables,19-01-2015
2209,onions,20-07-2015
2500,white wine,30-03-2015
3315,onions,12/9/2015
2548,brown bread,16-11-2015
4473,rolls/buns,7/9/2015
2271,instant coffee,16-06-2015
4336,pot plants,10/10/2015
2763,yogurt,1/2/2015
2780,whole milk,11/10/2015
2632,butter,16-01-2015
2568,root vegetables,20-08-2015
1729,newspapers,23-07-2015
3878,tropical fruit,28-07-2015
1225,bottled beer,26-03-2015
1924,UHT-milk,17-11-2015
4335,shopping bags,10/6/2015
3182,whole milk,12/3/2015
4303,soups,23-08-2015
3042,bottled water,2/10/2015
4493,root vegetables,29-10-2015
4194,pip fruit,7/2/2015
3031,whipped/sour cream,18-12-2015
3891,shopping bags,3/7/2015
1062,other vegetables,16-04-2015
2469,onions,23-03-2015
3719,cleaner,3/9/2015
3322,whole milk,11/2/2015
1336,coffee,10/3/2015
1067,coffee,20-07-2015
1998,whole milk,15-05-2015
1076,whole milk,14-10-2015
1992,other vegetables,2/8/2015
1261,rolls/buns,21-05-2015
4409,whole milk,15-01-2015
3031,other vegetables,30-08-2015
2129,pip fruit,18-03-2015
1684,coffee,3/1/2015
4240,whole milk,18-09-2015
2750,pork,14-09-2015
1379,canned beer,13-07-2015
4243,hard cheese,22-08-2015
2469,whole milk,12/1/2015
2346,whole milk,17-09-2015
2366,pastry,18-08-2015
2374,root vegetables,23-06-2015
1721,whole milk,15-10-2015
2877,waffles,10/4/2015
3848,frozen vegetables,11/10/2015
4344,long life bakery product,1/3/2015
3475,whole milk,10/6/2015
3650,beef,17-07-2015
2318,root vegetables,16-01-2015
1776,pastry,2/3/2015
3120,butter,7/7/2015
1194,soda,13-05-2015
2089,UHT-milk,17-04-2015
2095,whole milk,6/4/2015
1736,chocolate,29-08-2015
3718,pudding powder,12/7/2015
4950,UHT-milk,22-04-2015
2481,shopping bags,24-11-2015
1296,root vegetables,6/11/2015
2824,whole milk,7/12/2015
4852,rolls/buns,29-06-2015
1648,rolls/buns,27-02-2015
3307,specialty bar,6/10/2015
4259,butter,24-06-2015
2587,frozen vegetables,2/6/2015
4303,other vegetables,8/4/2015
1325,root vegetables,26-05-2015
3351,margarine,14-10-2015
1623,specialty chocolate,18-01-2015
3119,newspapers,20-02-2015
1211,salty snack,24-05-2015
4146,pastry,9/2/2015
1753,other vegetables,26-02-2015
4664,frozen vegetables,26-05-2015
3827,soft cheese,3/11/2015
1098,bottled water,27-09-2015
4338,ham,27-08-2015
3712,jam,20-12-2015
1505,other vegetables,27-10-2015
4478,newspapers,2/8/2015
4150,pastry,23-08-2015
1118,butter,25-12-2015
2537,oil,7/5/2015
1996,root vegetables,10/5/2015
4267,whipped/sour cream,13-09-2015
4424,pork,16-10-2015
1948,yogurt,6/5/2015
3495,pork,1/2/2015
2327,whipped/sour cream,18-03-2015
3356,processed cheese,12/1/2015
3926,other vegetables,23-03-2015
4105,whole milk,3/12/2015
1884,onions,5/8/2015
4799,long life bakery product,9/2/2015
4915,berries,18-09-2015
2643,dessert,1/12/2015
3927,frozen meals,3/9/2015
2410,butter,18-11-2015
1855,frozen vegetables,28-04-2015
1245,rolls/buns,2/3/2015
3138,hard cheese,19-04-2015
1178,pork,19-04-2015
1870,soda,5/9/2015
4660,root vegetables,10/7/2015
3241,whole milk,9/8/2015
4661,onions,18-04-2015
2407,frozen vegetables,10/3/2015
2440,liquor,19-06-2015
4634,pork,15-05-2015
4112,specialty chocolate,14-02-2015
2428,butter,21-08-2015
3604,sugar,14-03-2015
3671,oil,3/8/2015
2880,whole milk,19-06-2015
3946,citrus fruit,19-06-2015
4495,whipped/sour cream,20-06-2015
3355,other vegetables,2/12/2015
3959,sliced cheese,27-05-2015
1583,sugar,23-11-2015
3998,other vegetables,28-03-2015
4509,yogurt,29-11-2015
1008,liver loaf,3/10/2015
4894,onions,23-12-2015
4252,butter,10/4/2015
3428,cake bar,16-03-2015
1988,other vegetables,8/9/2015
4662,other vegetables,19-10-2015
3165,liquor,27-11-2015
1920,specialty fat,16-02-2015
4157,other vegetables,4/1/2015
1945,hamburger meat,30-04-2015
4104,whole milk,27-07-2015
2865,other vegetables,14-05-2015
4788,yogurt,28-04-2015
1903,other vegetables,25-01-2015
3578,root vegetables,16-05-2015
2238,yogurt,6/12/2015
3671,bottled beer,11/10/2015
3088,canned fish,3/12/2015
1832,specialty chocolate,17-04-2015
4785,fruit/vegetable juice,13-09-2015
1322,specialty bar,19-10-2015
4439,turkey,18-03-2015
1698,pork,26-06-2015
3558,soda,25-04-2015
3026,soda,1/1/2015
1127,pastry,15-10-2015
4153,liquor,5/2/2015
4258,fruit/vegetable juice,22-04-2015
2582,root vegetables,14-11-2015
1466,mayonnaise,1/12/2015
4185,coffee,16-01-2015
1889,berries,9/2/2015
3396,soda,14-05-2015
3412,waffles,26-01-2015
3321,yogurt,13-07-2015
3484,semi-finished bread,21-11-2015
1937,newspapers,17-10-2015
2101,onions,20-12-2015
4006,whipped/sour cream,18-12-2015
3732,white wine,18-07-2015
1276,rolls/buns,28-04-2015
4916,brown bread,1/3/2015
2040,chocolate,6/4/2015
2255,whole milk,1/5/2015
1239,bottled beer,25-07-2015
4992,pip fruit,20-06-2015
3225,whole milk,12/6/2015
2421,whole milk,21-11-2015
3303,butter,25-01-2015
3455,pastry,13-09-2015
1484,white wine,7/10/2015
3591,butter,11/5/2015
2487,canned beer,27-03-2015
1380,cake bar,20-04-2015
2786,butter,25-03-2015
1885,waffles,27-05-2015
1295,bottled water,28-01-2015
2184,other vegetables,23-01-2015
4054,whole milk,6/5/2015
3972,bottled water,8/6/2015
1216,brown bread,19-06-2015
1347,other vegetables,31-07-2015
4190,newspapers,4/4/2015
3264,whole milk,5/4/2015
2942,waffles,1/2/2015
2932,butter,22-01-2015
4049,curd,1/8/2015
1954,whole milk,6/8/2015
2321,rolls/buns,16-06-2015
2930,oil,23-03-2015
3214,UHT-milk,27-03-2015
4877,UHT-milk,20-06-2015
1277,whole milk,7/6/2015
2239,fruit/vegetable juice,13-12-2015
4929,butter,26-03-2015
1390,whole milk,2/3/2015
1870,other vegetables,9/9/2015
3405,brown bread,3/4/2015
2338,curd,8/12/2015
2051,newspapers,11/9/2015
3504,hamburger meat,6/7/2015
3405,pip fruit,13-04-2015
2512,baking powder,2/9/2015
4038,white bread,6/11/2015
1759,pork,26-09-2015
2813,yogurt,1/10/2015
3055,hamburger meat,18-08-2015
1733,root vegetables,18-03-2015
1913,pork,18-08-2015
4864,whole milk,27-03-2015
4812,liquor,27-05-2015
3042,other vegetables,5/10/2015
4988,other vegetables,4/10/2015
4486,soft cheese,21-07-2015
4069,other vegetables,3/5/2015
4600,domestic eggs,14-07-2015
3588,roll products ,5/5/2015
4175,grapes,29-01-2015
2599,cream cheese ,30-07-2015
4671,coffee,15-07-2015
2270,berries,9/6/2015
2494,soft cheese,5/5/2015
1406,curd,28-12-2015
3910,other vegetables,18-12-2015
3358,soda,21-02-2015
1943,onions,14-01-2015
1995,root vegetables,12/6/2015
4666,beef,24-02-2015
1994,pip fruit,11/3/2015
4892,frozen vegetables,9/1/2015
3531,white bread,29-08-2015
1148,shopping bags,15-04-2015
1787,other vegetables,31-10-2015
4215,yogurt,31-05-2015
2158,sliced cheese,1/8/2015
2510,house keeping products,29-09-2015
3180,condensed milk,19-10-2015
3207,sweet spreads,8/8/2015
1226,white bread,12/11/2015
1682,shopping bags,25-06-2015
1509,root vegetables,4/11/2015
2364,yogurt,21-06-2015
4679,tropical fruit,10/11/2015
4324,tropical fruit,5/1/2015
3497,whole milk,14-06-2015
1008,root vegetables,21-07-2015
4572,rolls/buns,29-10-2015
4030,brown bread,4/7/2015
2422,other vegetables,12/8/2015
2694,pip fruit,24-11-2015
3481,dishes,3/8/2015
3821,herbs,3/1/2015
3752,newspapers,20-08-2015
3262,other vegetables,8/12/2015
1370,whole milk,28-06-2015
1090,dishes,31-08-2015
3862,fruit/vegetable juice,18-11-2015
4495,other vegetables,8/4/2015
2492,soda,1/11/2015
4688,other vegetables,1/8/2015
3633,pastry,14-07-2015
3709,herbs,8/8/2015
1220,onions,9/2/2015
4236,pip fruit,25-11-2015
3308,newspapers,19-08-2015
1183,butter,12/6/2015
1999,tropical fruit,24-08-2015
4828,root vegetables,11/10/2015
3608,honey,12/10/2015
3983,sweet spreads,9/9/2015
3460,curd,24-07-2015
1703,pork,21-02-2015
1969,citrus fruit,23-07-2015
2646,liver loaf,3/6/2015
1777,whole milk,22-04-2015
4967,whole milk,6/8/2015
4291,citrus fruit,29-07-2015
2267,brown bread,11/11/2015
3579,rolls/buns,2/6/2015
3959,domestic eggs,5/10/2015
2271,root vegetables,20-11-2015
3621,root vegetables,9/4/2015
3491,root vegetables,11/6/2015
1542,yogurt,28-04-2015
4098,pip fruit,9/1/2015
4117,citrus fruit,11/8/2015
3289,tropical fruit,31-03-2015
1883,whole milk,5/11/2015
3659,brown bread,21-06-2015
1364,ice cream,20-06-2015
3184,whole milk,4/9/2015
3113,domestic eggs,5/3/2015
1135,other vegetables,29-04-2015
1394,bottled water,14-02-2015
2381,UHT-milk,13-01-2015
4110,root vegetables,28-11-2015
4043,other vegetables,21-01-2015
3491,root vegetables,6/6/2015
2044,semi-finished bread,16-12-2015
4191,chicken,28-04-2015
1312,oil,18-05-2015
2191,misc. beverages,10/11/2015
1032,root vegetables,23-08-2015
3790,coffee,28-10-2015
3588,other vegetables,19-08-2015
4598,brown bread,18-03-2015
3394,grapes,15-06-2015
2202,root vegetables,24-06-2015
2431,shopping bags,18-07-2015
4207,rolls/buns,17-03-2015
2580,yogurt,24-10-2015
4825,whipped/sour cream,9/6/2015
4368,cream cheese ,12/10/2015
4852,pastry,17-06-2015
1595,whole milk,20-06-2015
1678,frozen dessert,14-09-2015
4667,other vegetables,7/5/2015
2631,root vegetables,27-09-2015
1623,pastry,1/3/2015
1784,other vegetables,26-05-2015
2379,other vegetables,19-09-2015
4361,rolls/buns,27-01-2015
3419,pot plants,25-07-2015
1286,soda,12/8/2015
1236,cling film/bags,11/5/2015
3585,frozen meals,6/3/2015
4773,whipped/sour cream,9/11/2015
4114,fruit/vegetable juice,5/4/2015
4700,cream cheese ,16-03-2015
4120,pip fruit,1/12/2015
3416,frozen vegetables,7/7/2015
1038,pip fruit,2/4/2015
3267,yogurt,18-01-2015
3402,other vegetables,6/1/2015
3013,root vegetables,21-08-2015
4807,UHT-milk,27-01-2015
2172,sugar,2/3/2015
1388,root vegetables,3/4/2015
3309,other vegetables,21-01-2015
2194,red/blush wine,5/6/2015
4603,root vegetables,21-01-2015
1631,mayonnaise,5/2/2015
2712,soda,11/9/2015
2757,condensed milk,28-04-2015
4761,newspapers,8/9/2015
2688,whole milk,22-11-2015
2458,pip fruit,23-08-2015
4087,butter,26-08-2015
4677,rolls/buns,15-10-2015
3250,whole milk,12/4/2015
3488,bottled beer,19-08-2015
1679,frozen vegetables,24-06-2015
4820,domestic eggs,23-07-2015
2079,whole milk,16-05-2015
2460,rolls/buns,27-10-2015
4286,citrus fruit,6/6/2015
3050,chocolate,10/8/2015
2888,soda,5/9/2015
2376,whole milk,28-05-2015
4748,newspapers,23-03-2015
2311,other vegetables,6/6/2015
4765,zwieback,5/7/2015
4199,candles,4/8/2015
2592,yogurt,20-03-2015
1403,whipped/sour cream,15-05-2015
4031,other vegetables,3/1/2015
1416,yogurt,4/3/2015
4022,herbs,24-04-2015
3674,other vegetables,22-03-2015
3430,candy,16-04-2015
1113,pudding powder,29-03-2015
4178,fruit/vegetable juice,22-01-2015
4037,frozen dessert,9/5/2015
3917,shopping bags,13-09-2015
4658,pastry,14-07-2015
1408,whole milk,23-07-2015
4940,cream,17-04-2015
1639,tropical fruit,10/10/2015
4139,rolls/buns,26-11-2015
2799,baking powder,17-06-2015
4041,frozen potato products,16-10-2015
3508,dishes,7/2/2015
1584,cream cheese ,11/3/2015
4006,newspapers,2/7/2015
4593,pickled vegetables,7/4/2015
4875,red/blush wine,22-08-2015
2534,bottled water,9/8/2015
2413,whole milk,13-12-2015
1909,sliced cheese,10/1/2015
4367,whole milk,15-11-2015
4240,coffee,28-10-2015
1866,pip fruit,8/11/2015
3905,frozen meals,19-06-2015
4906,butter milk,16-09-2015
4478,bottled water,4/12/2015
2765,waffles,22-07-2015
4178,pastry,13-11-2015
4330,whole milk,22-06-2015
1659,other vegetables,25-03-2015
2406,root vegetables,24-10-2015
3465,frozen vegetables,15-01-2015
3178,sugar,22-10-2015
2218,whole milk,2/7/2015
3980,citrus fruit,9/4/2015
2519,yogurt,14-03-2015
2568,pip fruit,9/10/2015
1130,cream cheese ,15-01-2015
1231,photo/film,20-05-2015
2654,whole milk,22-09-2015
3913,frozen meals,21-03-2015
3276,whole milk,23-02-2015
4094,soda,30-03-2015
3997,mustard,19-07-2015
2313,pastry,18-02-2015
2716,rolls/buns,10/9/2015
3923,butter,27-01-2015
4541,hygiene articles,18-04-2015
4524,coffee,26-08-2015
1750,pastry,8/2/2015
1527,whole milk,30-12-2015
1379,pip fruit,1/7/2015
2380,cookware,9/10/2015
3259,oil,2/9/2015
3268,whole milk,13-07-2015
3117,brown bread,3/3/2015
1972,pasta,2/6/2015
1154,other vegetables,6/4/2015
2408,curd,25-03-2015
2400,tropical fruit,22-03-2015
1286,dessert,8/3/2015
3505,other vegetables,21-07-2015
4503,whipped/sour cream,19-12-2015
4292,bottled water,27-03-2015
4906,citrus fruit,30-09-2015
2745,rolls/buns,8/4/2015
4682,other vegetables,17-05-2015
2553,tropical fruit,1/2/2015
3985,canned beer,18-02-2015
2741,bottled beer,28-09-2015
2642,beverages,1/4/2015
1873,pastry,14-02-2015
3738,rolls/buns,15-07-2015
2042,root vegetables,17-11-2015
4669,other vegetables,27-05-2015
2045,sweet spreads,16-08-2015
3450,tropical fruit,3/10/2015
2225,whole milk,12/3/2015
2290,pip fruit,10/9/2015
4494,tropical fruit,2/11/2015
3539,bottled beer,24-01-2015
1002,sugar,26-04-2015
3222,sliced cheese,5/8/2015
1711,yogurt,22-11-2015
2436,whole milk,24-11-2015
2888,other vegetables,20-12-2015
4665,whole milk,26-02-2015
2977,UHT-milk,3/1/2015
3052,rolls/buns,4/7/2015
4943,soda,28-07-2015
1323,whole milk,3/11/2015
1604,rum,4/11/2015
2794,specialty chocolate,12/9/2015
2253,white bread,21-07-2015
2873,whipped/sour cream,3/9/2015
2707,newspapers,22-06-2015
2718,chewing gum,25-01-2015
3711,berries,8/7/2015
2960,pastry,17-02-2015
1702,bottled beer,14-01-2015
4347,root vegetables,7/3/2015
2913,ready soups,4/7/2015
3893,whole milk,15-04-2015
1950,frozen vegetables,23-10-2015
3205,detergent,20-03-2015
1943,liquor,24-03-2015
3604,cat food,18-05-2015
2048,sugar,16-12-2015
2176,onions,8/8/2015
2659,yogurt,15-06-2015
3841,other vegetables,1/2/2015
1077,soda,12/9/2015
2403,chewing gum,28-11-2015
3324,rolls/buns,24-08-2015
4976,pastry,11/7/2015
3894,other vegetables,6/11/2015
